proyecto_id,nombre,descripcion,fecha_inicio_plan,fecha_fin_plan,fecha_inicio_real,fecha_fin_real,horas_totales,horas_trabajadas,estado_id,tipo_proyecto_id,cliente_id,defectos_detectados,metadata_extraccion,catalogo_id
359,App Inventarios FP,Tanto vuelta mucha fiscal ayuda.,2020-01-01,2021-02-16,2019-12-29,2021-02-23,1673,1428,4,1,55,5,0,359
360,Sistema RRHH WJ,Grupos aquel debido deben aún marco.,2022-07-20,2024-03-12,2022-07-12,2024-03-16,3628,3430,4,3,182,10,0,360
361,Plataforma Reservas KY,Grado obstante formación centros torno b mesa.,2024-05-04,2025-03-20,2024-05-14,,2028,989,2,2,125,0,0,361
362,Plataforma E-Commerce ZI,Ni abril arriba de derechos imágenes hacer.,2022-05-26,2024-02-24,2022-05-17,2024-02-24,3263,2635,4,4,195,8,0,362
363,Sistema Flotas BP,Precisamente dinero algún vista ningún defensa pocos hacía social.,2023-04-09,2025-08-31,2023-04-02,,2356,1370,2,4,256,0,0,363
364,Gestión Documental XA,Sería tribunal primera un haciendo mejor.,2024-02-21,2025-11-29,2024-02-12,2025-11-25,2747,2544,4,2,118,4,0,364
365,App Inventarios QB,Otra dónde diferentes existe diciembre españoles.,2023-08-15,2025-03-21,2023-08-15,,467,187,3,5,279,0,0,365
366,Plataforma Reservas NL,Militar seguir personal igual fin españoles común u allí.,2024-04-07,2025-04-14,,,2431,358,1,2,301,0,0,366
367,App de Tareas RA,Fuentes ya esta educación solo cine rosa otros marcha próximo.,2022-05-18,2023-02-27,2022-05-18,2023-03-05,1196,826,4,5,124,4,0,367
368,Aplicación CRM DH,Recursos actividades centro blanco norte.,2025-09-08,2025-12-31,2025-08-30,,1625,439,3,1,353,0,0,368
369,Sistema Flotas ER,Tenían primero qué palabras diferencia joven congreso joven corazón europa.,2022-07-04,2023-11-30,2022-07-18,,1297,576,3,1,430,0,0,369
370,Gestión Documental SK,Padres domingo podía memoria hombres.,2025-05-09,2025-12-31,2025-05-24,2025-11-25,2060,1779,4,3,204,7,0,370
371,Sistema Flotas EL,Pedro siete aquel efectos ha gonzález.,2021-01-29,2021-10-13,,,1760,53,1,4,193,0,0,371
372,Portal Clientes GE,Incluso alta hora modo construcción españoles debía.,2021-04-14,2021-11-30,2021-04-26,,1004,886,2,5,396,0,0,372
373,Sistema RRHH QC,Pasó hombres habrá gonzález atrás pregunta programa otra.,2021-03-26,2022-12-16,2021-03-26,2022-12-19,1631,938,4,4,79,6,0,373
374,Gestión Documental MJ,Negro barcelona vista sur artículo ver común consumo han.,2022-04-01,2023-05-25,2022-03-25,2023-05-30,2474,2223,4,4,158,9,0,374
375,Sistema RRHH WH,Ver última manos humanos llevar.,2024-07-12,2025-12-31,2024-07-05,,1449,775,2,5,286,0,0,375
376,Sistema Flotas OY,Hacía decir comercio un trabajar consejo viene rosa.,2025-10-22,2025-12-31,2025-11-06,2025-11-25,1822,846,4,1,284,6,0,376
377,App de Tareas CG,Oficial instituto servicios grado puso iba público según tomar niños.,2025-09-29,2025-12-31,,,1346,143,1,4,212,0,0,377
378,App Inventarios VP,Cierta económica viene niveles primero las se donde papel crisis.,2025-10-30,2025-12-31,2025-10-28,,1694,1030,2,4,87,0,0,378
379,Sistema RRHH CW,Baja incluso entre objeto hay podemos vio.,2021-11-04,2022-10-05,2021-11-02,2022-10-16,942,543,4,1,75,2,0,379
380,Portal Clientes MO,Río algo asunto quien siete revolución.,2024-10-24,2025-12-31,2024-11-06,,3933,3717,2,3,185,0,0,380
381,App Inventarios ZL,Padres último niño obstante buenos.,2022-05-08,2022-10-18,2022-05-07,,1438,838,2,4,101,0,0,381
382,Aplicación CRM XB,Problemas libros alguna ni razón explicó problemas habla.,2021-07-06,2023-09-18,2021-07-10,,1178,1062,2,5,171,0,0,382
383,Gestión Documental CE,Paciente punto tema siquiera nada encuentra salud cuyo forma.,2023-10-03,2024-06-22,2023-10-03,2024-06-27,678,628,4,5,422,1,0,383
384,Aplicación CRM TQ,Entre mismo principales fácil es.,2024-03-26,2025-12-31,2024-03-25,2025-11-25,2431,1262,4,2,161,8,0,384
385,Sistema RRHH JP,Hermano norte público i.,2023-04-30,2024-04-04,2023-05-01,2024-04-07,2148,1732,4,4,167,4,0,385
386,Plataforma E-Commerce KA,Cambios sola estaban minutos fernando habla mismo ley buen francia.,2024-02-06,2025-12-31,2024-02-18,2025-11-25,910,721,4,2,280,5,0,386
387,Plataforma E-Commerce HK,Etapa ellas acto estoy mismos curso tanto presente estilo aunque.,2023-11-29,2024-10-01,2023-11-23,2024-10-07,1437,1158,4,1,355,1,0,387
388,Plataforma Reservas WX,Haciendo misma son campo tener diario aun.,2025-05-13,2025-12-31,2025-05-17,2025-11-25,2544,2434,4,4,79,5,0,388
389,Sistema ERP Alpha SW,Otra lleva campaña madrid será cuarto naturaleza valor ni.,2024-08-06,2025-03-11,2024-08-21,,3226,166,2,4,260,0,0,389
390,Plataforma Reservas PT,Banco período consejo explicó esta yo plazo fue les.,2025-07-24,2025-12-31,2025-08-07,,574,386,2,5,416,0,0,390
391,Sistema Flotas QH,Concepto comercio quiero construcción lado ese campaña valor al.,2025-04-05,2025-12-31,2025-04-15,,981,790,2,2,182,0,0,391
392,Sistema ERP Alpha CP,No lleva lópez mejores país mesa.,2025-01-10,2025-12-31,,,1433,47,1,4,170,0,0,392
393,Plataforma E-Commerce EG,Serie atrás nadie película ir.,2025-10-08,2025-12-31,2025-10-09,2025-11-25,852,63,5,5,262,2,0,393
394,Sistema ERP Alpha ZU,Hicieron fuentes hoy encontrar cuadro doctor.,2025-01-16,2025-12-31,2025-01-21,2025-05-13,2212,530,5,2,257,10,0,394
395,Gestión Documental LV,Hacia trabajo especial diario allá.,2023-09-24,2025-04-29,2023-09-24,,2226,1523,2,2,60,0,0,395
396,Plataforma E-Commerce PL,España enero mismos zona pasado.,2024-02-21,2025-10-23,2024-02-14,,2426,2257,2,4,267,0,0,396
397,Gestión Documental FA,Fueron día encima mucha.,2023-07-17,2024-07-30,2023-07-08,2024-07-24,2137,862,5,3,232,3,0,397
398,App de Tareas SZ,Autoridades aún pensar recursos demás diversos actividades esta fueron.,2024-04-02,2025-05-21,2024-03-28,,1799,686,3,2,56,0,0,398
399,Sistema RRHH NF,Mira casos capital mar sistema diversas larga objeto pregunta diversas universidad.,2023-12-13,2025-07-01,2023-12-23,,1949,1226,2,4,219,0,0,399
400,Sistema ERP Alpha XO,Pueblo historia europea políticas generales soy.,2021-07-01,2023-08-20,2021-07-14,2023-08-25,2620,2064,4,4,337,9,0,400
401,Portal Clientes KQ,Sólo c situación incluso francisco.,2023-11-08,2025-02-22,2023-11-04,,1018,662,2,4,220,0,0,401
402,Plataforma Reservas CG,Llama tienen memoria gonzález mayor.,2022-01-01,2023-06-02,2022-01-16,,1782,1090,2,1,415,0,0,402
403,Plataforma E-Commerce UC,Cine capital sean pp proceso general guerra allí barcelona nuestro.,2021-11-16,2024-02-25,2021-11-09,2024-03-02,2403,2157,4,3,188,7,0,403
404,Sistema RRHH EE,Atención recuerdo nuevo trabajar ninguna saber pues cuarto mismos hicieron.,2021-09-20,2022-08-13,2021-09-29,,3222,917,2,3,328,0,0,404
405,Plataforma E-Commerce VI,Autoridades todos pues ocasión etc.,2021-06-15,2022-12-17,2021-06-24,2022-12-22,3731,3434,4,3,179,14,0,405
406,App Inventarios WV,Tendrá españoles diciembre silencio mesa embargo blanca.,2021-12-14,2022-09-24,2021-12-14,,573,44,2,5,153,0,0,406
407,App Inventarios FA,Valor explicó principal democracia dar marcha estructura gente señor dejar.,2025-01-12,2025-12-31,2025-01-18,,2329,1132,2,2,60,0,0,407
408,Sistema RRHH JK,Base era proyectos conocimiento.,2024-04-15,2025-03-15,2024-04-10,2025-03-18,1185,720,4,5,71,2,0,408
409,Plataforma E-Commerce CB,Dinero costa diario país comunidad hace negro realizar seis usted.,2023-01-18,2025-10-28,2023-01-17,,1483,1321,2,2,331,0,0,409
410,Aplicación CRM SP,Una cargo estas etc habría.,2024-12-18,2025-12-31,2024-12-08,2025-11-25,1219,469,5,4,432,4,0,410
411,Sistema RRHH BD,Psoe temas producción mantener acción actividad lleva oro mismo.,2025-11-16,2025-12-31,2025-11-25,,1413,1273,2,5,288,0,0,411
412,App Inventarios VH,Segundo negro derecha p libre.,2021-10-05,2022-03-13,2021-09-27,,3001,1958,2,4,431,0,0,412
413,Sistema ERP Alpha YR,Quizá éste hermano hijos debía.,2023-02-04,2023-10-21,2023-02-02,2023-11-01,1996,1692,4,2,390,5,0,413
414,App de Tareas DH,Condiciones objeto condiciones tienen estudios uno sabía noche.,2022-11-06,2024-10-01,,,1414,7,1,5,235,0,0,414
415,App de Tareas PI,Suelo efectos llevar operación enfermedad.,2021-12-01,2023-04-10,2021-12-02,,3587,3273,2,3,59,0,0,415
416,Portal Clientes UW,Estamos relaciones han policía julio economía título.,2023-12-31,2025-05-13,2024-01-03,,3237,1238,3,4,22,0,0,416
417,Sistema ERP Alpha TI,Revolución julio fuerza plaza realizar imágenes juicio social electoral durante.,2023-04-28,2024-01-31,2023-05-02,,2019,1796,2,2,335,0,0,417
418,Plataforma Reservas LS,Hacer muchas ve necesidad militares.,2024-06-05,2025-12-31,2024-06-19,2025-11-25,1499,1014,4,1,419,3,0,418
419,Sistema Flotas OB,Dado acto reforma soy ambos efectos como.,2021-08-10,2023-01-12,2021-08-20,,3763,1133,2,3,302,0,0,419
420,Sistema ERP Alpha EB,G económica éste dejar siete plazo capacidad.,2025-08-30,2025-12-31,2025-09-07,,1647,1204,2,2,72,0,0,420
421,Aplicación CRM SH,Imagen podía millones diciembre personas carlos atención blanca carrera hasta.,2023-01-02,2023-12-02,2023-01-14,2023-12-08,744,582,4,5,306,4,0,421
422,App Inventarios SD,Objeto va presente josé tienen río.,2025-09-01,2025-12-31,2025-09-15,2025-11-25,595,270,5,5,440,2,0,422
423,Portal Clientes YJ,Mano también trata mucho hombres cosas.,2024-10-13,2025-12-31,2024-10-07,2025-11-25,1343,1216,4,2,444,8,0,423
424,App Inventarios TC,Imágenes entonces datos hicieron banco casa pero reforma.,2021-03-27,2022-10-30,2021-04-04,2022-11-04,3004,2658,4,4,347,17,0,424
425,Plataforma Reservas DU,En finalmente hicieron mercado ejército soy.,2022-06-19,2024-05-28,2022-06-21,,1897,1731,3,1,232,0,0,425
426,Plataforma E-Commerce WK,Atrás fernando material español poco posibilidad.,2020-05-04,2021-04-09,2020-05-04,,2931,1736,2,3,356,0,0,426
427,Aplicación CRM IR,Ante pero francisco nadie últimos señor evitar muchos próximo práctica.,2022-05-13,2024-02-25,2022-05-05,,1538,1269,2,1,434,0,0,427
428,Plataforma E-Commerce MB,Pasar medida américa durante fuerzas.,2021-08-27,2023-04-24,2021-08-25,2023-04-28,1867,1557,4,4,112,2,0,428
429,Aplicación CRM FU,Conocer tipos pequeña creo entonces adelante único policía verdad propia.,2023-10-16,2025-02-26,,,2787,511,1,2,296,0,0,429
430,Plataforma Reservas JF,Fernando sector flores precio sería puerto.,2023-08-09,2024-10-03,2023-08-04,2024-10-06,1066,571,4,4,321,8,0,430
431,Gestión Documental UA,G domingo mejor nivel vuelve crisis.,2022-11-08,2024-03-17,2022-11-03,,1340,413,2,2,220,0,0,431
432,Aplicación CRM EL,Siempre dirección posibilidades especial cuya seguro mitad pues.,2021-07-31,2022-12-27,2021-08-11,,2168,1941,2,3,185,0,0,432
433,Portal Clientes YS,Investigación unidad manos demasiado central carta tarde enero casi cierto.,2025-06-13,2025-12-31,2025-06-16,,3486,1758,2,3,321,0,0,433
434,Plataforma Reservas OE,Tomar área dado siguiente crecimiento centro.,2021-01-05,2022-10-24,2020-12-30,2022-10-25,2753,2331,4,2,1,14,0,434
435,Plataforma Reservas WR,Afirmó uno entrada salir fuerte dolor única nuevos acciones.,2021-01-06,2021-07-04,2021-01-09,,3673,1836,2,3,5,0,0,435
436,Plataforma Reservas XG,Para carlos comunicación decir visto realizar últimos qué creo ayuda.,2023-01-11,2023-10-17,2023-01-04,2023-10-24,1365,1198,4,4,118,3,0,436
437,Plataforma Reservas DS,Popular obstante ésta vino tras dijo llevar.,2024-08-16,2025-12-31,2024-08-22,2025-11-25,1385,1212,4,2,196,3,0,437
438,Sistema RRHH UU,Mañana derecha dios banco propia mejor pues.,2022-05-24,2024-08-24,2022-06-02,2024-08-29,1420,1276,4,2,180,2,0,438
439,Sistema Flotas XX,Demás toma sea usted jefe principios produce estudios francia.,2024-06-21,2025-11-20,2024-07-04,2025-11-25,1304,1154,4,2,52,6,0,439
440,Gestión Documental IT,Precisamente chile dado profesional ante millones para segunda amigo lugar.,2023-10-05,2025-04-24,2023-10-15,,1814,1058,3,2,406,0,0,440
441,Sistema ERP Alpha MH,Grupo familia mayores les además acciones crecimiento falta.,2021-10-13,2023-07-24,2021-10-24,,983,936,3,5,308,0,0,441
442,Sistema RRHH IF,Amigo programas después juez alrededor fue caso cuadro congreso.,2020-07-03,2021-08-30,2020-07-02,2021-09-07,786,537,4,5,311,2,0,442
443,Plataforma Reservas EH,Había manos las gran ayer clase energía.,2021-09-13,2023-03-09,2021-09-10,2023-03-15,2580,1938,4,4,123,8,0,443
444,Aplicación CRM LQ,Si decir humanos alguna cine propia ciencia práctica.,2025-03-19,2025-12-31,2025-03-13,2025-11-25,1339,1214,4,1,456,3,0,444
445,Plataforma E-Commerce PG,Bien mirada serán varias vivir buscar personas texto en baja.,2021-10-26,2022-08-29,,,753,146,1,5,188,0,0,445
446,Portal Clientes GT,México izquierda mediante constitución mujer igual tampoco ejemplo guerra.,2020-12-16,2023-01-25,2020-12-07,,1136,938,3,1,35,0,0,446
447,Gestión Documental WU,Uso económica necesidad creo podría quedó.,2020-09-12,2022-07-25,2020-09-22,,3075,2410,2,4,405,0,0,447
448,Plataforma Reservas UF,Buen cara estructura puedo consumo.,2021-12-02,2022-10-19,2021-12-12,,2647,1381,3,4,213,0,0,448
449,Gestión Documental JA,Líder población asunto vio chile visita fuerza.,2020-02-09,2022-09-09,2020-02-01,,2171,1604,2,3,79,0,0,449
450,Aplicación CRM RF,Antonio recursos poner algo comisión.,2025-11-29,2025-12-31,2025-11-25,2025-11-25,2997,2942,4,2,414,10,0,450
451,Portal Clientes LG,Tiene hicieron español unión torno ellos.,2023-08-12,2024-07-07,2023-08-04,2024-03-31,1037,370,5,2,434,4,0,451
452,Sistema ERP Alpha UF,Ideas vino podemos estuvo creación tipos político.,2025-09-02,2025-12-31,2025-09-14,,1289,531,2,2,159,0,0,452
453,App de Tareas MZ,Diez entonces ninguna ellos valor realidad semanas si finalmente.,2020-07-30,2022-06-16,2020-08-05,2022-06-24,2420,1396,4,4,84,10,0,453
454,Plataforma Reservas FR,Aquellas vista permite cómo parecía.,2020-10-26,2022-01-14,2020-11-09,,3501,1460,2,3,384,0,0,454
455,Plataforma Reservas WE,Materia volver dice pocos aire información palabras intereses queda propios.,2020-04-08,2021-11-09,2020-04-06,2020-07-05,3072,614,5,3,220,9,0,455
456,Aplicación CRM BH,Personal adelante paz cuando misma amigos cultural electoral.,2021-05-24,2022-04-14,2021-05-19,2022-04-19,741,550,4,5,256,5,0,456
457,App de Tareas FB,Primero razón doctor apoyo investigación palabra.,2024-08-02,2025-12-31,2024-07-23,,1067,619,2,1,346,0,0,457
458,Plataforma E-Commerce KE,Cuales luego yo muerte principal calle poner vino verdad.,2020-07-09,2021-03-02,2020-07-10,2021-03-02,988,493,4,2,7,5,0,458
459,Sistema RRHH BL,Además méxico costa experiencia ideas.,2025-04-26,2025-12-31,2025-04-23,2025-11-25,1732,1589,4,1,440,2,0,459
460,Plataforma Reservas VY,Población proyectos demás hay unas.,2021-12-29,2024-03-06,2022-01-06,,3691,2713,2,3,164,0,0,460
461,Portal Clientes PT,Otra crecimiento zonas presidente embargo pasar esta pudo relaciones hijos.,2023-08-01,2024-08-24,2023-08-16,2024-08-28,967,876,4,1,345,4,0,461
462,Gestión Documental RB,Energía hospital calle ex miguel pasó menos trabajadores éste.,2024-04-11,2025-06-05,2024-04-11,,2156,1500,2,4,36,0,0,462
463,Gestión Documental ZW,Aquí cierto septiembre dice opinión animales vida capaz.,2021-10-27,2022-12-18,2021-11-04,2022-12-25,2410,2231,4,3,5,8,0,463
464,Portal Clientes SQ,Director pedro película elementos constitución.,2024-12-01,2025-10-13,,,1410,579,1,5,189,0,0,464
465,Sistema ERP Alpha GL,Nosotros fuerte tenido actual esas otro distintos prensa.,2022-07-20,2023-10-08,2022-07-23,2023-10-09,1416,836,4,2,390,2,0,465
466,Sistema ERP Alpha BQ,Seguridad idea incluso hijos américa hacen razones única justicia ciudad.,2024-03-30,2024-11-30,2024-04-13,2024-12-07,1286,1126,4,1,430,6,0,466
467,App de Tareas NQ,Mujeres silencio costa industria violencia comenzó artículo todos punto.,2023-12-07,2025-03-15,2023-12-04,,1020,702,2,1,158,0,0,467
468,Plataforma Reservas JP,Humanos ideas exterior dirección oro ii.,2025-05-23,2025-12-31,2025-05-14,,1946,1867,2,2,31,0,0,468
469,Plataforma E-Commerce NA,Distintos autor modo elecciones camino estos sistema.,2022-02-02,2023-07-01,2022-02-15,,2525,1612,3,4,267,0,0,469
470,Plataforma Reservas ZT,González proyectos libertad victoria dice esos si diciembre alguna.,2024-09-06,2025-10-15,2024-09-14,2025-07-03,2415,1279,5,2,259,6,0,470
471,Aplicación CRM LP,Pablo capacidad al intereses hace.,2025-02-12,2025-12-31,2025-02-27,,2534,2061,2,3,122,0,0,471
472,Plataforma E-Commerce TE,Aun boca considera servicio fútbol pese cambio civil.,2024-04-03,2025-12-31,2024-04-01,2025-11-25,2651,2015,4,3,377,8,0,472
473,App Inventarios HH,Martín reforma incluso electoral mano ellos fuego quienes experiencia ex.,2022-01-03,2023-07-08,2021-12-27,2023-07-13,623,543,4,5,400,2,0,473
474,Portal Clientes BN,Forma nuestra hora quién oposición yo.,2024-07-15,2025-07-31,2024-07-19,2025-08-10,1133,417,4,5,62,3,0,474
475,Sistema Flotas XS,Trata espacio hechos pablo hacerlo.,2021-03-26,2023-07-14,2021-03-17,,2046,1810,2,2,47,0,0,475
476,Portal Clientes XE,Informe como piel teatro consumo pocos concepto compañía.,2025-09-17,2025-12-31,2025-09-18,,1173,1125,2,2,168,0,0,476
477,App Inventarios PQ,Buen buenos i fiscal políticas presente allí arte los estilo.,2022-03-04,2024-04-28,2022-02-22,2024-04-29,2532,2074,4,3,347,10,0,477
478,Plataforma E-Commerce TF,Director intereses va media trata habla encuentro.,2020-04-15,2022-06-28,2020-04-08,,1187,837,2,2,282,0,0,478
479,Portal Clientes RF,Aquellos barcelona consumo región junio mejores suerte derecha control.,2022-12-29,2024-02-06,2022-12-31,,1335,433,2,2,32,0,0,479
480,Sistema Flotas AM,Finalmente grupos ha qué república origen enero están estoy única.,2022-09-01,2023-04-01,2022-08-30,,1792,1047,2,1,331,0,0,480
481,Plataforma E-Commerce KF,Pasado justicia septiembre s serán.,2025-01-19,2025-12-31,2025-02-03,2025-11-25,1004,833,4,1,12,7,0,481
482,Sistema ERP Alpha RA,Julio instituciones españa cuenta naturaleza mil da otra.,2023-02-16,2023-10-12,2023-02-20,2023-10-15,2250,2080,4,3,415,9,0,482
483,Sistema ERP Alpha LZ,Solamente electoral tarde siguientes carne reunión formas violencia.,2023-12-07,2025-06-04,2023-12-09,,3032,2126,2,4,421,0,0,483
484,Gestión Documental MQ,Está secretario cantidad días curso embargo.,2024-10-28,2025-12-31,2024-10-26,2025-11-25,1566,926,4,2,182,4,0,484
485,Gestión Documental HA,Siendo toma miembros plaza les viaje tener pregunta mayo podría.,2024-03-15,2025-08-05,2024-03-20,2025-08-06,903,830,4,5,318,4,0,485
486,App Inventarios YI,Asunto cantidad explicó tú existen base fondo decir junto.,2022-03-24,2023-09-23,2022-03-27,2023-09-29,2784,2038,4,3,45,14,0,486
487,Sistema RRHH PN,Primeras único tiempos edad las españa real realizar puedo.,2023-04-06,2024-12-18,,,439,37,1,5,128,0,0,487
488,Sistema Flotas TB,Mis sido puede luz tu pequeña n visita arriba domingo.,2020-05-21,2021-01-31,2020-05-27,,2409,623,2,4,279,0,0,488
489,Sistema Flotas AQ,Quizá nivel comisión acción generales derechos cine hombres estamos.,2022-11-19,2024-06-12,2022-11-16,,1253,510,2,1,93,0,0,489
490,Plataforma E-Commerce DI,Algún popular trabajo ante era.,2021-02-01,2021-12-25,2021-02-07,,2119,1440,2,3,399,0,0,490
491,Portal Clientes FR,Jorge tú marco decía pequeño muerte primero área.,2022-09-07,2025-03-02,2022-09-18,2025-03-10,1210,1007,4,2,120,7,0,491
492,Sistema Flotas VF,Cuya material oficial mediante social han.,2021-07-23,2023-01-08,2021-08-07,2023-01-17,1049,638,4,1,378,2,0,492
493,Portal Clientes CE,Tenía niño mayor cama comunidad arte vuelve.,2024-10-08,2025-05-14,2024-10-16,,1521,963,2,2,433,0,0,493
494,Sistema Flotas FD,Poco cuarto entonces puesto cualquier derecho g dejó unidad.,2024-10-15,2025-09-25,2024-10-05,,3871,2136,2,3,358,0,0,494
495,Plataforma E-Commerce QL,B r próximo civil dado otro.,2024-03-27,2025-03-14,2024-04-03,2025-03-21,1571,1537,4,2,289,10,0,495
496,Sistema ERP Alpha RG,Sus argentina análisis dinero función marzo democracia casi.,2020-09-08,2021-12-11,2020-09-14,2021-12-14,1696,1295,4,2,29,9,0,496
497,App Inventarios DT,Miembros club podemos y septiembre siete suficiente voz régimen.,2024-11-03,2025-12-31,2024-11-18,,2195,654,3,2,104,0,0,497
498,Plataforma Reservas IN,Creación tú tenían mayores queda.,2025-02-14,2025-12-31,2025-02-20,2025-11-25,690,581,4,5,76,2,0,498
499,Plataforma Reservas YF,Madre estar sola última lo haber razón hablar.,2025-07-03,2025-12-31,2025-07-03,2025-11-25,3400,1569,4,4,340,13,0,499
500,Aplicación CRM WP,Hacia investigación servicios fuego propio políticas.,2021-02-11,2023-03-15,,,2995,476,1,4,375,0,0,500
501,Portal Clientes WQ,Octubre congreso aire considera nuevos.,2024-10-15,2025-12-31,2024-10-26,2025-11-25,1130,1011,4,5,288,3,0,501
502,App Inventarios MB,Estuvo local cuyo principio ir.,2020-05-05,2021-01-18,2020-05-18,2021-01-25,2260,1974,4,3,376,10,0,502
503,App Inventarios GV,Poner reunión viaje precios tenemos reunión hace difícil otros.,2024-01-23,2025-01-02,2024-02-01,2025-01-10,466,306,4,5,201,1,0,503
504,Plataforma E-Commerce TJ,Tiempos casos relación población jóvenes causa.,2020-05-20,2022-03-01,2020-05-14,2022-03-10,613,456,4,5,114,1,0,504
505,Aplicación CRM GG,Medios dijo sur jóvenes último madre esa jefe estos sur.,2021-07-11,2024-03-21,2021-07-15,2021-08-01,1163,436,5,2,164,5,0,505
506,Plataforma Reservas YL,Muy diferentes especie seguridad éxito alrededor personal pasó.,2022-11-26,2024-06-22,2022-12-09,,3611,3197,2,3,180,0,0,506
507,Sistema RRHH ZL,Cosas sean españoles operación forma banco.,2020-01-19,2022-04-15,2020-01-24,2022-04-18,1681,1318,4,4,225,3,0,507
508,Portal Clientes ZH,Personas nuestros autoridades dolor.,2025-02-12,2025-09-20,2025-02-07,,3367,3062,2,4,425,0,0,508
509,Sistema ERP Alpha UF,Secretario teoría creo pie compañía comisión nivel.,2021-01-23,2023-06-02,2021-01-23,,1203,540,3,1,434,0,0,509
510,Sistema RRHH IA,Estaba una blanca intereses situación haciendo.,2025-07-11,2025-12-31,2025-07-06,,2348,1909,3,3,38,0,0,510
511,Sistema Flotas PB,Puso resultado tan carrera todas libertad ante rodríguez modelo imagen gonzález.,2020-03-01,2022-06-28,,,1292,120,1,1,460,0,0,511
512,App Inventarios CL,Dice apoyo período mi los origen viaje.,2023-07-15,2023-12-18,2023-07-24,,1483,819,3,1,248,0,0,512
513,Portal Clientes FV,Especialmente palabra cabeza necesario capacidad principal mesa viene cámara necesario.,2020-07-07,2022-08-16,2020-07-03,,1278,948,3,1,28,0,0,513
514,Gestión Documental HB,Fuentes allá mujeres haciendo dicen ante natural autor datos.,2023-09-17,2024-10-07,2023-09-16,2024-10-10,943,753,4,5,370,4,0,514
515,Sistema ERP Alpha BK,Artículo joven alto universidad energía políticas distintas.,2025-08-03,2025-12-31,2025-08-04,,1629,1196,2,4,282,0,0,515
516,Portal Clientes DI,Participación ex dado pacientes encima total mes.,2021-05-18,2022-11-21,2021-05-11,,1383,739,2,5,151,0,0,516
517,Plataforma E-Commerce NN,Amigo tan educación cuenta luego siguiente cuadro.,2024-03-13,2025-06-03,2024-03-06,,2167,1564,2,3,327,0,0,517
518,Plataforma Reservas TP,Vamos premio ellas hombres existen pueden.,2024-04-13,2025-12-31,2024-04-23,,2085,549,2,4,242,0,0,518
519,App Inventarios CZ,Orden estos importante cuales capacidad.,2022-11-23,2024-07-17,2022-11-27,,2513,2286,2,4,190,0,0,519
520,Gestión Documental YW,Cierta vamos aun adelante instituciones.,2025-02-20,2025-12-31,2025-02-28,,2463,2372,2,3,239,0,0,520
521,Aplicación CRM QG,Jorge alto cara consumo general.,2020-11-24,2022-02-19,2020-12-09,2022-02-27,775,591,4,1,357,3,0,521
522,Sistema RRHH YN,Mayo encuentran distintos también sino origen comercio ii luego aquel arte.,2024-04-20,2025-08-23,2024-04-26,2025-09-02,524,493,4,5,117,2,0,522
523,Plataforma E-Commerce FU,Toda c mirada ellos dice.,2023-07-15,2025-03-14,2023-07-14,2025-03-21,882,537,4,5,244,2,0,523
524,Sistema Flotas XX,Padre costa quiere prensa.,2020-09-21,2021-10-26,2020-10-02,,1458,1136,2,5,18,0,0,524
525,App Inventarios RX,Creo partes política negro libertad guerra creación barcelona fondo.,2023-11-26,2025-01-18,2023-11-22,,1708,1586,2,4,388,0,0,525
526,Sistema RRHH HY,Tipos paz cierta región mundial tiempo orden hablar.,2021-05-25,2023-02-09,2021-05-21,,1999,1189,2,1,217,0,0,526
527,Aplicación CRM BD,Peso línea república rodríguez vez blanco viaje línea.,2024-06-02,2025-06-09,2024-06-15,,928,794,2,5,428,0,0,527
528,Aplicación CRM SA,Considera habrá instituciones valores seguridad palabras llamado busca.,2025-03-11,2025-12-31,2025-03-09,,3261,1165,2,4,285,0,0,528
529,Sistema Flotas JS,Medida noche conjunto expresión encima ve mucha práctica.,2023-06-10,2025-01-09,2023-06-16,2024-08-22,1876,602,5,1,448,3,0,529
530,Plataforma Reservas XM,Otra quiero ex escuela hacerlo económica encuentra.,2021-10-26,2022-07-11,2021-11-03,2022-07-18,605,596,4,5,302,2,0,530
531,Sistema RRHH FG,Cosa quiere ayuda o recuerdo televisión cinco octubre podía relaciones.,2024-04-18,2025-06-03,2024-04-16,,3797,549,2,3,451,0,0,531
532,Sistema ERP Alpha HU,Consumo carlos sociales ayer estuvo.,2021-01-22,2023-01-16,2021-01-17,,1368,648,2,5,293,0,0,532
533,Sistema ERP Alpha CT,Efectos grupos noviembre puerto destino fuerte vio única época unión.,2022-12-24,2024-04-20,2022-12-26,,1222,676,2,5,317,0,0,533
534,Aplicación CRM TS,Boca quería económica final mil comunicación distintos creo país espera.,2023-07-04,2025-08-15,2023-06-24,,2100,928,2,4,26,0,0,534
535,Plataforma E-Commerce FF,Medios quien ejemplo después existen.,2023-06-05,2024-06-23,2023-06-17,,2574,1686,2,3,156,0,0,535
536,Plataforma E-Commerce LJ,Cultural tribunal experiencia ayuda n francia encuentran régimen dado sea.,2024-04-20,2025-08-03,2024-05-04,2025-08-08,2030,1634,4,2,117,10,0,536
537,Plataforma E-Commerce IF,Quien especie oposición unos grandes pronto humanos solamente solo.,2021-01-03,2022-08-04,2020-12-30,,984,349,2,1,331,0,0,537
538,Aplicación CRM MA,Hacia miguel dos casi amor.,2023-03-09,2024-09-16,2023-02-28,2024-09-24,3115,2763,4,4,380,8,0,538
